RespondentID,Age,How important would you say feeling productive is to your happiness?,How productive do you currently feel overall?,In what city do you live?,In what state or U.S. state or territory do you live (if applicable)?,What country do you live in?,What is the biggest challenge you face to being productive?,When are you most productive?,Which of the following best describes the principal industry of your organization?,Date
5083138015,26-29,Moderately important to my overall happiness,Neither unproductive nor productive,,,United States of America,Other (please specify),Early Morning,Nonprofit,2017-01-01
5047533157,26-29,Moderately important to my overall happiness,Neither unproductive nor productive,,,Mauritius,Other (please specify),Early Morning,Education,2017-01-01
5047091990,26-29,Moderately important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Education,2017-01-01
5047196782,26-29,Moderately important to my overall happiness,Very productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2017-01-01
5053076608,26-29,Moderately important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,"Construction, Machinery, and Homes",2017-01-01
5046817043,26-29,Moderately important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Finance & Financial Services,2017-01-01
5046487883,26-29,Moderately important to my overall happiness,Very productive,,,United States of America,Time Management,Mid-Morning,Advertising & Marketing,2017-01-01
5089112057,26-29,Moderately important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Evening,Business Support & Logistics,2017-01-01
5089149019,26-29,Moderately important to my overall happiness,Very unproductive,,,United States of America,Time Management,Evening,Entertainment & Leisure,2017-01-01
5089539916,26-29,Moderately important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2017-01-01
5093429572,26-29,Moderately important to my overall happiness,Very unproductive,,,United States of America,Other (please specify),Early Morning,Education,2017-01-01
5096794333,26-29,Moderately important to my overall happiness,Very unproductive,,,United States of America,Other (please specify),Mid-Morning,Government,2017-01-01
5082246892,26-29,Moderately important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2017-01-01
5052292822,26-29,Very important to my overall happiness,Moderately productive,,,Sri Lanka,Constantly being interrupted by colleagues,Afternoon,Entertainment & Leisure,2017-01-01
5081934848,26-29,Very important to my overall happiness,Moderately productive,,,Canada,Time Management,Late Night,Retail & Consumer Durables,2017-01-01
5082268738,26-29,Very important to my overall happiness,Moderately productive,,,Canada,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2017-01-01
5082405716,26-29,Very important to my overall happiness,Moderately productive,,,Greece,Other (please specify),Early Morning,Education,2017-01-01
5051989907,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Late Night,Business Support & Logistics,2013-01-01
5049780813,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Nonprofit,2013-01-01
5073137080,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Mid-Morning,Manufacturing,2013-01-01
5051065499,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Mid-Morning,Education,2013-01-01
5046742049,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Business Support & Logistics,2013-01-01
5095118974,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Nonprofit,2013-01-01
5087759387,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Nonprofit,2013-01-01
5046486579,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Government,2013-01-01
5082113757,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Retail & Consumer Durables,2013-01-01
5082331920,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2013-01-01
5062130702,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Government,2013-01-01
5048826743,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Evening,Healthcare & Pharmaceuticals,2013-01-01
5072947883,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Advertising & Marketing,2013-01-01
5046393514,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Not having the right technology,Mid-Morning,Business Support & Logistics,2013-01-01
5046455808,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Early Morning,Advertising & Marketing,2013-01-01
5098142454,26-29,Very important to my overall happiness,Moderately productive,,,Belgium,Time Management,Early Morning,Government,2013-01-01
5059504318,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Education,2013-01-01
5046730293,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Early Morning,Healthcare & Pharmaceuticals,2013-01-01
5046452530,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2013-01-01
5046420019,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Finance & Financial Services,2013-01-01
5047252542,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2013-01-01
5081904013,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2013-01-01
5082386038,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Nonprofit,2013-01-01
5072021662,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Late Night,Business Support & Logistics,2013-01-01
5084174697,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2014-01-01
5052397127,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Evening,Nonprofit,2014-01-01
5067390835,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Government,2014-01-01
5046940999,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Education,2014-01-01
5053980997,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Late Night,Education,2014-01-01
5046463545,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Business Support & Logistics,2014-01-01
5082383260,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2014-01-01
5048077061,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2014-01-01
5089648129,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Evening,Government,2014-01-01
5047615117,26-29,Very important to my overall happiness,Moderately productive,,,Germany,Other (please specify),Early Morning,Finance & Financial Services,2014-01-01
5089119320,26-29,Very important to my overall happiness,Moderately productive,,,United Kingdom of Great Britain and Northern Ireland,Other (please specify),Late Night,Student,2014-01-01
5082193128,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Early Morning,"Telecommunications, Technology, Internet & Electronics",2014-01-01
5046709040,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Finance & Financial Services,2014-01-01
5082163717,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2014-01-01
5046625120,26-29,Very important to my overall happiness,Moderately productive,,,Costa Rica,Distractions (e.g. Social Media),Early Morning,Government,2014-01-01
5054805203,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Food & Beverages,2014-01-01
5046392561,26-29,Very important to my overall happiness,Moderately productive,,,United Kingdom of Great Britain and Northern Ireland,Constantly being interrupted by colleagues,Mid-Morning,"Utilities, Energy, and Extraction",2014-01-01
5073031997,26-29,Very important to my overall happiness,Moderately productive,,,United Kingdom of Great Britain and Northern Ireland,Distractions (e.g. Social Media),Mid-Morning,Entertainment & Leisure,2014-01-01
5073592204,26-29,Very important to my overall happiness,Moderately productive,,,United Kingdom of Great Britain and Northern Ireland,Constantly being interrupted by colleagues,Afternoon,"Telecommunications, Technology, Internet & Electronics",2014-01-01
5047075779,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Late Night,Entertainment & Leisure,2014-01-01
5047101469,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Healthcare & Pharmaceuticals,2014-01-01
5050748916,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Mid-Morning,Healthcare & Pharmaceuticals,2014-01-01
5053820771,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Manufacturing,2015-01-01
5046432617,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2015-01-01
5048607888,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Nonprofit,2015-01-01
5046898354,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Evening,"Telecommunications, Technology, Internet & Electronics",2015-01-01
5082308244,26-29,Very important to my overall happiness,Moderately productive,,,Mexico,Distractions (e.g. Social Media),Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2015-01-01
5046760129,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2015-01-01
5046425377,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Early Morning,Nonprofit,2015-01-01
5046508497,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Retail & Consumer Durables,2015-01-01
5046590193,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2015-01-01
5048656184,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Afternoon,Advertising & Marketing,2015-01-01
5089098875,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Early Morning,Advertising & Marketing,2015-01-01
5098623176,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Nonprofit,2015-01-01
5046731262,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Food & Beverages,2015-01-01
5055334815,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Late Night,Advertising & Marketing,2015-01-01
5071894623,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Early Morning,Education,2015-01-01
5082523072,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Manufacturing,2015-01-01
5047140109,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Evening,Finance & Financial Services,2015-01-01
5095487827,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,"Construction, Machinery, and Homes",2015-01-01
5081914004,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Advertising & Marketing,2015-01-01
5048046425,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Retail & Consumer Durables,2015-01-01
5051835540,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2015-01-01
5060149650,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,"Construction, Machinery, and Homes",2015-01-01
5051418827,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Evening,Finance & Financial Services,2015-01-01
5046456730,26-29,Very important to my overall happiness,Moderately productive,,,Norway,Constantly being interrupted by colleagues,Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5097376098,26-29,Very important to my overall happiness,Moderately productive,,,France,Time Management,Early Morning,Business Support & Logistics,2016-01-01
5082672187,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Lunchtime,Healthcare & Pharmaceuticals,2016-01-01
5063097660,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Insurance,2016-01-01
5094979232,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Education,2016-01-01
5060673753,26-29,Very important to my overall happiness,Moderately productive,,,United Kingdom of Great Britain and Northern Ireland,Not having the right technology,Evening,Finance & Financial Services,2016-01-01
5049623988,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Mid-Morning,Nonprofit,2016-01-01
5052144261,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Mid-Morning,Insurance,2016-01-01
5046427065,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5046533722,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5052358946,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Finance & Financial Services,2016-01-01
5047517329,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Real Estate,2016-01-01
5062133989,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Nonprofit,2016-01-01
5083204723,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Retail & Consumer Durables,2016-01-01
5082305357,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2016-01-01
5082440908,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Evening,Nonprofit,2016-01-01
5047649119,26-29,Very important to my overall happiness,Moderately productive,,,Singapore,Distractions (e.g. Social Media),Mid-Morning,Government,2016-01-01
5047313055,26-29,Very important to my overall happiness,Moderately productive,,,Canada,Time Management,Mid-Morning,Advertising & Marketing,2016-01-01
5046857304,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5071947625,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Airlines & Aerospace (including Defense),2016-01-01
5081921248,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Airlines & Aerospace (including Defense),2016-01-01
5047212872,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Nonprofit,2016-01-01
5082305469,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Evening,Manufacturing,2016-01-01
5083190051,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Nonprofit,2016-01-01
5059435475,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Mid-Morning,Real Estate,2016-01-01
5046532895,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Early Morning,Advertising & Marketing,2016-01-01
5096243294,26-29,Very important to my overall happiness,Moderately productive,,,Canada,Distractions (e.g. Social Media),Mid-Morning,Business Support & Logistics,2017-01-01
5086899858,26-29,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Late Night,Healthcare & Pharmaceuticals,2017-01-01
5071880035,26-29,Very important to my overall happiness,Moderately unproductive,,,Canada,Distractions (e.g. Social Media),Mid-Morning,Education,2017-01-01
5075041257,26-29,Very important to my overall happiness,Moderately unproductive,,,Germany,Time Management,Mid-Morning,Entertainment & Leisure,2017-01-01
5082983578,26-29,Very important to my overall happiness,Moderately unproductive,,,South Africa,Time Management,Early Morning,Healthcare & Pharmaceuticals,2017-01-01
5086450069,26-29,Very important to my overall happiness,Moderately unproductive,,,Brazil,Time Management,Evening,Business Support & Logistics,2017-01-01
5091925064,26-29,Very important to my overall happiness,Moderately unproductive,,,India,Distractions (e.g. Social Media),Late Night,Finance & Financial Services,2017-01-01
5096997738,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2017-01-01
5070433798,26-29,Very important to my overall happiness,Moderately unproductive,,,United Arab Emirates,Time Management,Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2017-01-01
5095468841,26-29,Very important to my overall happiness,Moderately unproductive,,,Australia,Time Management,Mid-Morning,Healthcare & Pharmaceuticals,2017-01-01
5046399389,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2017-01-01
5056057009,26-29,Very important to my overall happiness,Moderately unproductive,,,Australia,Distractions (e.g. Social Media),Early Morning,Healthcare & Pharmaceuticals,2017-01-01
5082747711,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Constantly being interrupted by colleagues,Afternoon,Nonprofit,2017-01-01
5048173077,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Constantly being interrupted by colleagues,Evening,"Telecommunications, Technology, Internet & Electronics",2017-01-01
5085367749,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Evening,Student,2017-01-01
5047531173,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Nonprofit,2017-01-01
5073900697,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Mid-Morning,Education,2017-01-01
5046875249,26-29,Very important to my overall happiness,Moderately unproductive,,,Germany,Other (please specify),Mid-Morning,Food & Beverages,2017-01-01
5046372787,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Nonprofit,2017-01-01
5093448914,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Afternoon,Education,2017-01-01
5083351052,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,I am currently not employed,2017-01-01
5054735614,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Late Night,Entertainment & Leisure,2017-01-01
5083593082,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Mid-Morning,Education,2017-01-01
5051364988,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Not having the right technology,Afternoon,I am currently not employed,2017-01-01
5089652024,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Early Morning,Education,2017-01-01
5082665727,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Mid-Morning,Education,2017-01-01
5059832983,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2017-01-01
5082699519,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Evening,Education,2017-01-01
5048324669,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Late Night,Government,2017-01-01
5095217308,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Government,2013-01-01
5074862768,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Other (please specify),Afternoon,Advertising & Marketing,2013-01-01
5089715937,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2013-01-01
5072425030,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Nonprofit,2013-01-01
5048342380,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Other (please specify),Mid-Morning,"Construction, Machinery, and Homes",2013-01-01
5096343819,26-29,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Nonprofit,2013-01-01
5071956525,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Retail & Consumer Durables,2013-01-01
5082957517,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,Slovenia,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2013-01-01
5083051714,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,Republic of Korea,Time Management,Late Night,Education,2013-01-01
5088054854,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,Nigeria,Time Management,Late Night,Education,2013-01-01
5094277395,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,France,Constantly being interrupted by colleagues,Evening,"Utilities, Energy, and Extraction",2013-01-01
5082141468,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Other (please specify),Early Morning,Advertising & Marketing,2013-01-01
5048386525,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Evening,Business Support & Logistics,2013-01-01
5050548464,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Afternoon,Business Support & Logistics,2013-01-01
5047687785,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,Bangladesh,Distractions (e.g. Social Media),Evening,"Telecommunications, Technology, Internet & Electronics",2013-01-01
5094938978,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Evening,Healthcare & Pharmaceuticals,2013-01-01
5096165623,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,Australia,Other (please specify),Evening,Nonprofit,2013-01-01
5047200079,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Retail & Consumer Durables,2013-01-01
5095541938,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Time Management,Mid-Morning,I am currently not employed,2013-01-01
5083469669,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,Peru,Constantly being interrupted by colleagues,Afternoon,Food & Beverages,2013-01-01
5046764902,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United Kingdom of Great Britain and Northern Ireland,Constantly being interrupted by colleagues,Mid-Morning,Advertising & Marketing,2013-01-01
5091872390,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Time Management,Evening,Entertainment & Leisure,2013-01-01
5063235809,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Insurance,2013-01-01
5047398743,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Afternoon,Healthcare & Pharmaceuticals,2013-01-01
5046841431,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,Canada,Distractions (e.g. Social Media),Early Morning,Student,2014-01-01
5095803147,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Government,2014-01-01
5095071381,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,Canada,Time Management,Late Night,Government,2014-01-01
5088492182,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Retail & Consumer Durables,2014-01-01
5066577075,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Manufacturing,2014-01-01
5083613412,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,"Telecommunications, Technology, Internet & Electronics",2014-01-01
5089104130,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Advertising & Marketing,2014-01-01
5046572427,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Advertising & Marketing,2014-01-01
5049253856,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Retail & Consumer Durables,2014-01-01
5048543248,26-29,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Food & Beverages,2014-01-01
5046381903,26-29,Very important to my overall happiness,Very productive,,,Greece,Constantly being interrupted by colleagues,Early Morning,Education,2014-01-01
5081925131,26-29,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Healthcare & Pharmaceuticals,2014-01-01
5048261295,26-29,Very important to my overall happiness,Very productive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Insurance,2014-01-01
5054348170,26-29,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Advertising & Marketing,2014-01-01
5083603722,26-29,Very important to my overall happiness,Very productive,,,United States of America,Not having the right technology,Early Morning,Advertising & Marketing,2014-01-01
5048724682,26-29,Very important to my overall happiness,Very productive,,,United States of America,Other (please specify),Early Morning,Advertising & Marketing,2014-01-01
5046463360,26-29,Very important to my overall happiness,Very productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Education,2014-01-01
5081928974,26-29,Very important to my overall happiness,Very productive,,,United States of America,Other (please specify),Evening,Nonprofit,2014-01-01
5047277347,26-29,Very important to my overall happiness,Very productive,,,United States of America,Time Management,Early Morning,Nonprofit,2014-01-01
5046417709,26-29,Very important to my overall happiness,Very productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Healthcare & Pharmaceuticals,2014-01-01
5058804294,26-29,Very important to my overall happiness,Very productive,,,France,Constantly being interrupted by colleagues,Mid-Morning,Healthcare & Pharmaceuticals,2014-01-01
5055493296,26-29,Very important to my overall happiness,Very productive,,,United States of America,Time Management,Evening,Advertising & Marketing,2014-01-01
5046454369,26-29,Very important to my overall happiness,Very productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2015-01-01
5046422130,26-29,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Government,2015-01-01
5046637919,26-29,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Real Estate,2015-01-01
5046383762,26-29,Very important to my overall happiness,Very unproductive,,,Canada,Distractions (e.g. Social Media),Mid-Morning,Government,2015-01-01
5082634389,26-29,Very important to my overall happiness,Very unproductive,,,United States of America,Time Management,Mid-Morning,Retail & Consumer Durables,2015-01-01
5089606199,26-29,Very important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Finance & Financial Services,2015-01-01
5095472256,26-29,Very important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,"Utilities, Energy, and Extraction",2015-01-01
5095950362,26-29,Very important to my overall happiness,Very unproductive,,,France,Distractions (e.g. Social Media),Early Morning,Entertainment & Leisure,2015-01-01
5089629719,26-29,Very important to my overall happiness,Very unproductive,,,United States of America,Other (please specify),Early Morning,Real Estate,2015-01-01
5095045706,26-29,Very important to my overall happiness,Very unproductive,,,Canada,Time Management,Late Night,Student,2015-01-01
5047350198,26-29,Very important to my overall happiness,Very unproductive,,,United States of America,Other (please specify),Mid-Morning,Real Estate,2015-01-01
